id;direction;distance;len;Кол-во пиков;Сред.зн.пика;Min;Max;Медиана;Смещение низ;Смещение верх;Смещение;Mean;Геом.сред.;Гарм.сред.;Мода;Частота;Сумма;Размах;Ниж.квартиль;Верх.квартиль;Дисперсия;Асимметрия;Куртозис;Std откл.; Коэф.вариации;Std ошибка;Тест Граббса;p_value
1;0;4448;1665;375;815.149;3.221;7.604;5.277;2.056;2.327;0.271;5.115;5.037;4.953;4.488;2;8516.675;4.382;4.392;5.789;0.752;-0.368;-0.852;0.867;0.17;0.021;0.0;1.0
1;0;4359;1665;381;812.843;3.111;7.923;5.053;1.942;2.87;0.928;4.919;4.839;4.756;3.36;2;8190.067;4.812;4.19;5.589;0.742;-0.239;-0.75;0.861;0.175;0.021;0.0;1.0
1;0;4150;1665;348;834.296;3.0;7.297;4.363;1.363;2.935;1.572;4.487;4.413;4.339;3.718;2;7471.497;4.297;3.852;5.2;0.665;0.157;-0.9;0.815;0.182;0.02;0.0;1.0
1;0;4082;1665;350;823.563;2.8;7.869;4.199;1.399;3.67;2.271;4.33;4.255;4.182;4.028;2;7209.092;5.069;3.685;5.037;0.65;0.322;-0.329;0.806;0.186;0.02;0.0;1.0
1;0;3954;1665;321;827.953;3.364;6.983;4.934;1.57;2.049;0.479;4.986;4.91;4.834;5.203;2;8302.218;3.619;4.251;5.764;0.751;0.064;-1.156;0.866;0.174;0.021;0.0;1.0
1;0;3912;1665;372;807.952;2.881;5.954;4.359;1.478;1.595;0.117;4.374;4.309;4.243;4.177;2;7282.677;3.073;3.728;5.027;0.56;0.02;-1.172;0.749;0.171;0.018;0.0;1.0
1;0;3854;1665;364;821.132;3.103;6.45;4.548;1.444;1.902;0.458;4.604;4.54;4.476;3.691;2;7666.485;3.347;3.978;5.257;0.583;0.08;-1.087;0.764;0.166;0.019;0.0;1.0
1;0;3823;1665;377;845.347;2.812;5.889;4.243;1.431;1.646;0.215;4.274;4.214;4.154;3.104;2;7115.45;3.077;3.677;4.89;0.5;0.052;-1.073;0.707;0.165;0.017;0.0;1.0
1;0;3663;1665;351;822.043;3.171;6.286;4.74;1.569;1.546;-0.023;4.729;4.657;4.585;3.437;2;7873.061;3.115;4.025;5.422;0.654;-0.076;-1.151;0.809;0.171;0.02;0.0;1.0
1;4;3731;1665;313;832.006;2.79;5.767;4.234;1.443;1.533;0.089;4.225;4.16;4.096;3.05;2;7034.302;2.976;3.612;4.839;0.536;0.063;-1.077;0.732;0.173;0.018;0.0;1.0
1;4;3792;1665;324;823.025;2.692;5.755;4.164;1.472;1.591;0.118;4.156;4.09;4.023;3.05;2;6920.163;3.063;3.506;4.813;0.541;0.025;-1.239;0.736;0.177;0.018;0.0;1.0
1;4;3951;1665;362;807.831;2.287;4.663;3.421;1.134;1.242;0.108;3.384;3.333;3.281;3.071;2;5633.58;2.376;2.907;3.815;0.335;-0.002;-0.957;0.579;0.171;0.014;0.0;1.0
1;4;4038;1665;345;827.029;2.595;5.2;3.703;1.109;1.497;0.388;3.807;3.744;3.681;3.0;2;6338.668;2.605;3.196;4.436;0.48;0.168;-1.204;0.693;0.182;0.017;0.0;1.0
1;0;4335;1665;347;834.582;2.823;5.675;4.221;1.398;1.454;0.056;4.183;4.12;4.057;4.478;2;6964.334;2.852;3.527;4.798;0.512;-0.027;-1.202;0.716;0.171;0.018;0.0;1.0
1;4;4868;1665;326;829.929;3.299;6.829;4.904;1.605;1.925;0.319;4.956;4.88;4.804;4.176;2;8251.582;3.53;4.24;5.682;0.751;0.13;-1.105;0.866;0.175;0.021;0.0;1.0
1;4;4956;1665;319;833.351;2.765;5.751;4.16;1.395;1.59;0.195;4.142;4.077;4.01;5.086;2;6896.847;2.986;3.528;4.732;0.533;0.029;-1.086;0.73;0.176;0.018;0.0;1.0
1;4;5089;1665;300;839.653;2.687;5.598;4.052;1.365;1.545;0.18;4.071;4.006;3.941;2.922;2;6777.968;2.91;3.469;4.64;0.527;0.133;-1.054;0.726;0.178;0.018;0.0;1.0
1;4;5402;1665;331;840.435;3.232;6.41;4.66;1.428;1.75;0.321;4.728;4.663;4.598;3.467;2;7871.801;3.178;4.138;5.403;0.61;0.12;-1.065;0.781;0.165;0.019;0.0;1.0
1;4;5495;1665;338;831.358;3.164;6.251;4.582;1.419;1.668;0.249;4.659;4.596;4.532;3.764;2;7757.319;3.087;4.069;5.309;0.585;0.083;-1.07;0.765;0.164;0.019;0.0;1.0
1;4;5589;1665;349;854.456;3.367;6.891;4.993;1.625;1.899;0.273;5.05;4.972;4.895;4.598;2;8407.45;3.524;4.336;5.779;0.769;0.086;-1.062;0.877;0.174;0.021;0.0;1.0
1;4;5678;1665;343;817.455;3.106;6.297;4.534;1.428;1.763;0.335;4.588;4.523;4.458;3.528;2;7638.231;3.19;3.984;5.239;0.585;0.082;-1.058;0.765;0.167;0.019;0.0;1.0
1;4;5762;1665;346;828.11;3.199;6.362;4.636;1.437;1.727;0.29;4.702;4.637;4.573;4.117;2;7828.175;3.163;4.091;5.378;0.601;0.094;-1.081;0.775;0.165;0.019;0.0;1.0
1;4;5829;1665;358;842.187;3.162;6.326;4.635;1.473;1.69;0.217;4.686;4.621;4.556;3.841;2;7802.357;3.164;4.058;5.346;0.603;0.097;-1.079;0.777;0.166;0.019;0.0;1.0
1;4;5905;1665;358;834.265;3.182;6.264;4.586;1.404;1.678;0.274;4.638;4.575;4.511;4.117;2;7722.997;3.081;4.04;5.281;0.588;0.107;-1.055;0.767;0.165;0.019;0.0;1.0
1;4;6000;1665;359;831.816;3.271;6.945;4.93;1.659;2.015;0.356;4.978;4.902;4.825;3.784;2;8288.525;3.674;4.278;5.725;0.744;0.025;-1.091;0.863;0.173;0.021;0.0;1.0
1;4;6223;1665;337;809.098;2.699;5.734;4.112;1.413;1.622;0.209;4.166;4.11;4.053;3.61;2;6937.023;3.035;3.629;4.753;0.462;0.05;-1.008;0.679;0.163;0.017;0.0;1.0
1;4;6294;1665;358;825.427;2.679;5.604;4.004;1.325;1.6;0.275;4.032;3.976;3.92;3.368;2;6713.772;2.925;3.486;4.588;0.444;0.029;-1.041;0.666;0.165;0.016;0.0;1.0
1;0;6342;1665;355;843.473;2.61;5.381;3.937;1.327;1.444;0.117;3.971;3.911;3.85;2.827;2;6611.347;2.771;3.383;4.579;0.468;0.018;-1.194;0.684;0.172;0.017;0.0;1.0
1;2;6271;1665;335;828.266;3.25;6.514;4.759;1.509;1.755;0.246;4.811;4.736;4.66;3.506;2;8010.223;3.264;4.105;5.534;0.713;0.07;-1.114;0.844;0.176;0.021;0.0;1.0
1;2;6175;1665;366;831.519;2.85;5.824;4.244;1.394;1.58;0.186;4.311;4.25;4.189;3.823;2;7177.788;2.974;3.721;4.933;0.52;0.078;-1.064;0.721;0.167;0.018;0.0;1.0
1;2;6089;1665;342;826.947;2.782;5.634;4.109;1.326;1.526;0.199;4.189;4.133;4.077;3.25;2;6975.349;2.852;3.676;4.765;0.464;0.068;-1.019;0.681;0.163;0.017;0.0;1.0
1;2;5741;1665;342;828.825;3.383;6.778;4.99;1.608;1.788;0.18;5.02;4.943;4.866;4.65;2;8358.068;3.396;4.283;5.787;0.755;0.005;-1.185;0.869;0.173;0.021;0.0;1.0
1;2;5680;1665;328;836.723;3.424;6.881;4.969;1.545;1.912;0.368;5.021;4.949;4.878;4.197;2;8359.574;3.457;4.307;5.73;0.715;0.14;-1.089;0.845;0.168;0.021;0.0;1.0
1;2;5609;1665;333;829.024;3.553;6.925;5.053;1.5;1.873;0.373;5.101;5.029;4.957;3.871;2;8493.548;3.372;4.351;5.823;0.739;0.171;-1.128;0.86;0.169;0.021;0.0;1.0
1;2;5463;1665;331;832.955;2.571;5.265;3.852;1.281;1.413;0.131;3.849;3.787;3.725;2.771;2;6407.831;2.694;3.25;4.408;0.463;-0.01;-1.137;0.68;0.177;0.017;0.0;1.0
1;2;5294;1665;324;833.941;2.632;5.57;4.097;1.464;1.473;0.009;4.048;3.983;3.917;3.149;2;6739.866;2.938;3.443;4.654;0.506;-0.101;-1.102;0.712;0.176;0.017;0.0;1.0
1;2;5009;1665;312;825.048;3.268;6.81;4.82;1.552;1.99;0.438;4.857;4.782;4.708;4.001;2;8086.611;3.542;4.14;5.549;0.72;0.128;-1.061;0.848;0.175;0.021;0.0;1.0
1;2;4860;1665;335;829.072;3.008;6.081;4.42;1.412;1.66;0.248;4.487;4.426;4.364;3.231;2;7471.45;3.073;3.892;5.109;0.544;0.088;-1.019;0.738;0.164;0.018;0.0;1.0
1;2;4323;1665;341;838.935;2.384;4.9;3.61;1.226;1.29;0.064;3.611;3.559;3.507;2.988;2;6011.935;2.516;3.1;4.097;0.367;0.034;-1.031;0.605;0.168;0.015;0.0;1.0
1;2;4200;1665;345;838.081;2.607;5.199;3.793;1.186;1.406;0.22;3.842;3.783;3.725;2.953;2;6396.206;2.592;3.221;4.435;0.448;0.164;-1.157;0.669;0.174;0.016;0.0;1.0
1;2;3894;1665;352;854.838;2.145;4.372;3.225;1.08;1.146;0.066;3.279;3.235;3.19;2.522;2;5460.216;2.226;2.874;3.751;0.285;-0.013;-0.99;0.534;0.163;0.013;0.0;1.0
1;2;3701;1665;341;843.182;3.171;6.443;4.75;1.58;1.693;0.113;4.735;4.665;4.593;3.491;2;7884.554;3.272;4.046;5.398;0.657;0.011;-1.083;0.811;0.171;0.02;0.0;1.0
1;3;3646;1665;314;853.408;2.713;5.888;4.17;1.457;1.719;0.262;4.204;4.131;4.057;3.8;2;7000.409;3.175;3.542;4.878;0.614;0.097;-1.13;0.784;0.186;0.019;0.0;1.0
1;3;3676;1665;332;813.633;3.346;6.856;4.98;1.635;1.876;0.241;4.986;4.907;4.828;4.132;2;8301.743;3.511;4.233;5.744;0.773;0.039;-1.14;0.879;0.176;0.022;0.0;1.0
1;3;3774;1665;338;830.213;2.866;5.664;4.223;1.356;1.441;0.085;4.196;4.133;4.07;3.43;2;6986.463;2.798;3.54;4.779;0.516;0.013;-1.127;0.718;0.171;0.018;0.0;1.0
1;4;3866;1665;327;812.82;3.227;6.78;4.874;1.647;1.906;0.259;4.908;4.831;4.753;3.779;2;8172.199;3.553;4.168;5.662;0.745;0.028;-1.125;0.863;0.176;0.021;0.0;1.0
1;4;3934;1665;350;839.729;2.205;4.643;3.42;1.215;1.223;0.009;3.395;3.344;3.293;2.462;2;5652.326;2.438;2.889;3.891;0.338;0.003;-1.173;0.582;0.171;0.014;0.0;1.0
1;4;4048;1665;341;836.296;2.233;4.598;3.372;1.14;1.225;0.086;3.402;3.353;3.304;2.381;2;5664.842;2.365;2.941;3.889;0.327;0.013;-1.045;0.572;0.168;0.014;0.0;1.0
1;4;4161;1665;364;826.942;2.787;5.834;4.218;1.431;1.616;0.185;4.202;4.14;4.078;3.081;2;6996.588;3.047;3.573;4.763;0.514;0.075;-1.051;0.717;0.171;0.018;0.0;1.0
1;4;4284;1665;350;839.923;2.172;4.549;3.297;1.125;1.252;0.127;3.326;3.282;3.236;4.051;3;5538.192;2.377;2.902;3.77;0.292;0.014;-0.991;0.54;0.162;0.013;0.0;1.0
1;4;4438;1665;342;846.094;2.663;5.581;3.891;1.229;1.689;0.461;3.981;3.915;3.85;2.934;2;6628.127;2.918;3.342;4.628;0.522;0.152;-1.188;0.723;0.182;0.018;0.0;1.0
1;4;4647;1665;316;827.089;2.562;5.446;3.93;1.368;1.516;0.148;3.981;3.916;3.851;3.192;2;6628.622;2.884;3.366;4.623;0.507;0.039;-1.213;0.712;0.179;0.017;0.0;1.0
1;4;4879;1665;323;859.975;2.881;5.856;4.228;1.346;1.628;0.282;4.253;4.191;4.128;3.236;2;7081.816;2.974;3.622;4.852;0.529;0.108;-1.13;0.728;0.171;0.018;0.0;1.0
1;4;5106;1665;328;811.503;3.281;6.714;4.795;1.515;1.919;0.404;4.833;4.763;4.694;3.599;2;8046.517;3.433;4.174;5.56;0.659;0.037;-1.129;0.812;0.168;0.02;0.0;1.0
1;4;5239;1665;349;848.762;3.216;6.155;4.605;1.389;1.551;0.162;4.585;4.518;4.451;3.457;2;7633.569;2.939;3.918;5.223;0.603;0.062;-1.122;0.777;0.169;0.019;0.0;1.0
1;4;5369;1665;318;824.491;3.308;6.792;4.969;1.661;1.824;0.163;4.983;4.906;4.828;3.815;2;8296.719;3.485;4.234;5.725;0.76;0.053;-1.144;0.872;0.175;0.021;0.0;1.0
1;4;5550;1665;323;841.669;3.369;6.861;4.921;1.552;1.94;0.388;4.976;4.902;4.827;3.651;2;8284.657;3.492;4.269;5.699;0.729;0.074;-1.075;0.854;0.172;0.021;0.0;1.0
1;4;5721;1665;338;839.263;2.713;5.694;4.118;1.405;1.576;0.171;4.118;4.056;3.994;3.355;2;6856.518;2.981;3.503;4.686;0.503;0.081;-1.084;0.709;0.172;0.017;0.0;1.0
1;4;6032;1665;361;817.177;2.868;5.657;4.155;1.287;1.502;0.215;4.175;4.117;4.06;3.413;2;6950.59;2.789;3.565;4.74;0.474;0.085;-1.105;0.689;0.165;0.017;0.0;1.0
1;0;5975;1665;348;857.885;2.606;5.458;3.95;1.344;1.507;0.163;3.967;3.907;3.847;2.844;2;6605.808;2.851;3.382;4.555;0.473;0.081;-1.073;0.688;0.173;0.017;0.0;1.0
1;0;5778;1665;325;844.44;2.963;5.974;4.393;1.43;1.581;0.151;4.436;4.373;4.31;4.005;2;7385.912;3.011;3.842;5.056;0.549;0.064;-1.087;0.741;0.167;0.018;0.0;1.0
1;0;5072;1665;346;829.835;3.298;6.533;4.811;1.513;1.722;0.209;4.806;4.737;4.667;4.086;3;8002.766;3.235;4.113;5.489;0.657;0.043;-1.104;0.811;0.169;0.02;0.0;1.0
1;0;4972;1665;343;838.032;3.304;6.594;4.712;1.408;1.882;0.474;4.718;4.652;4.586;4.73;2;7855.487;3.29;4.03;5.383;0.621;0.129;-1.111;0.788;0.167;0.019;0.0;1.0
1;0;4903;1665;313;830.623;3.389;7.017;4.951;1.562;2.066;0.505;4.991;4.911;4.832;3.665;2;8310.162;3.628;4.227;5.769;0.787;0.079;-1.203;0.887;0.178;0.022;0.0;1.0
1;0;4811;1665;342;837.865;3.35;6.554;4.778;1.428;1.777;0.349;4.836;4.764;4.693;3.556;2;8051.703;3.204;4.123;5.547;0.693;0.15;-1.166;0.832;0.172;0.02;0.0;1.0
1;0;4706;1665;317;816.808;3.46;6.961;5.007;1.547;1.953;0.406;5.023;4.95;4.876;3.773;2;8363.91;3.501;4.293;5.751;0.729;0.075;-1.132;0.854;0.17;0.021;0.0;1.0
1;0;4552;1665;340;831.344;2.891;6.01;4.345;1.454;1.664;0.21;4.355;4.29;4.226;3.982;2;7250.587;3.118;3.714;4.989;0.557;0.092;-1.101;0.746;0.171;0.018;0.0;1.0
1;0;4490;1665;340;844.253;2.504;5.144;3.714;1.21;1.43;0.22;3.717;3.661;3.604;2.694;2;6189.109;2.64;3.199;4.231;0.415;0.088;-0.986;0.644;0.173;0.016;0.0;1.0
1;0;4417;1665;345;849.249;2.728;5.354;3.975;1.247;1.379;0.132;3.988;3.934;3.879;4.909;3;6639.391;2.626;3.442;4.531;0.425;0.045;-1.085;0.652;0.164;0.016;0.0;1.0
1;2;4155;1665;347;810.389;2.194;4.773;3.453;1.258;1.321;0.062;3.503;3.455;3.408;3.005;2;5832.075;2.579;3.052;3.987;0.33;0.125;-0.999;0.575;0.164;0.014;0.0;1.0
1;2;4071;1665;344;842.756;3.04;6.062;4.325;1.285;1.737;0.453;4.402;4.339;4.276;3.945;3;7329.186;3.022;3.749;5.058;0.559;0.184;-1.168;0.748;0.17;0.018;0.0;1.0
1;2;4025;1665;342;848.865;2.933;5.733;4.32;1.387;1.414;0.027;4.309;4.245;4.18;3.487;2;7174.067;2.8;3.657;4.937;0.544;0.038;-1.161;0.737;0.171;0.018;0.0;1.0
1;2;3964;1665;333;817.357;3.171;6.308;4.588;1.417;1.721;0.304;4.621;4.549;4.478;3.316;2;7693.166;3.137;3.943;5.329;0.652;0.078;-1.182;0.807;0.175;0.02;0.0;1.0
1;2;3919;1665;326;867.101;3.045;6.108;4.484;1.439;1.623;0.184;4.486;4.413;4.339;3.234;2;7469.351;3.062;3.777;5.163;0.643;0.001;-1.183;0.802;0.179;0.02;0.0;1.0
1;2;3782;1665;327;841.275;3.135;6.491;4.678;1.542;1.813;0.27;4.705;4.628;4.55;3.292;2;7834.284;3.355;3.96;5.436;0.718;0.066;-1.158;0.847;0.18;0.021;0.0;1.0
1;3;3677;1665;358;828.237;2.612;5.388;3.956;1.344;1.433;0.089;4.003;3.94;3.877;2.937;2;6664.346;2.776;3.433;4.66;0.488;-0.043;-1.198;0.698;0.175;0.017;0.0;1.0
